s/w_ratio,snippets,words,volid,date,author,title
0.0008314054366685945,92,110656,uc2.ark:/13960/t2j67jd4z,1848,"Mayhew, Henry,","Whom to marry and how to get married, or, The adventures of a lady in search of a good husband"
0.0008308845881041646,41,49345,uiuo.ark:/13960/t9w09nn61,1811,"Palmer, John,",Like master like man
0.0008267195767195767,50,60480,hvd.hw2fy6,1808,"Goldsmith, Oliver,",The miscellaneous works
0.0008264462809917355,23,27830,uiuo.ark:/13960/t1dj6392t,1816,<blank>,Uncle Tweazy and his quizzical neighbours
0.0008248647221855616,50,60616,hvd.hw2f66,1809,"Goldsmith, Oliver,",The vicar of Wakefield
0.0008240965841196589,160,194152,nyp.33433075750764,1820,"Smith, J. F.","The banker's secret; or, Sowing and reaping"
0.0008234838209649292,17,20644,mdp.39015006958790,1846,"Hale, Sarah Josepha Buell,","""Boarding out."""
0.0008233758409478863,41,49795,hvd.hnk1er,1829,"Richardson,","Écarté; or, The salons of Paris"
0.0008170709318441795,405,495673,inu.30000010355679,1840,"Reynolds, George W. M.",The mysteries of London
0.0008136295273552109,33,40559,uiuo.ark:/13960/t76t0xv5n,1804,"Bisset, Robert,",Modern literature;
0.0008093109295514105,21,25948,njp.32101063603441,1847,<blank>,The evergreen chaplet
0.0008088433540037746,51,63053,njp.32101066454982,1842,"Blessington, Marguerite,",The lottery of life
0.0008034576383886519,116,144376,mdp.39015006945011,1832,"Martineau, Harriet,",Illustrations of political economy
0.0008005672590864384,105,131157,uc2.ark:/13960/t9d50t40f,1826,"Bacon, Francis,","The works of Francis Bacon, baron of Verulam, viscount St. Alban and lord high chancellor of England"
0.0007900200260890334,43,54429,uc1.b3290799,1818,"Plumptre, Anne,","Tales of wonder, of humour, and of sentiment;"
0.0007872600782125774,184,233722,njp.32101067633709,1839,"Haliburton, Thomas Chandler,",The clockmaker ;
0.0007824113919098662,20,25562,uiuo.ark:/13960/t3805qq41,1807,"Sedley, Charles,","The infidel mother: or, Three winters in London"
0.000777491617668497,48,61737,nyp.33433075765028,1845,"Tupper, Martin Farquhar,",The crock of gold
0.0007752193705878473,47,60628,hvd.hw2nx9,1802,"Goldsmith, Oliver,",The vicar of Wakefield
0.0007748309092963566,48,61949,uiuo.ark:/13960/t9086xt45,1837,"White, Charles,",The married unmarried
0.0007701400580291579,43,55834,njp.32101064791161,1836,"Thomas, Frederick W.",East and west
0.0007701133166737391,49,63627,hvd.hwkd6m,1801,"Le Maistre, John Gustavus,","Frederic Latimer; or, The history of a young man of fashion"
0.0007648415685322326,126,164740,nyp.33433007668605,1847,"Miller, Thomas,",The boy's spring book
0.0007619311491307058,11,14437,uva.x000939182,1814,"Barbauld,",Lessons for children from three to four years old
0.0007593014426727411,28,36876,njp.32101067647063,1842,"Ingraham, J. H.","Edward Austin: or, The hunting flask"
0.0007583965330444204,49,64610,njp.32101063581415,1824,"Hook, Theodore Edward,",Sayings and doings
0.0007569545196492777,24,31706,nyp.33433082531769,1846,<blank>,The dream fulfilled
0.0007560657089834353,11,14549,mdp.39015063931862,1800,<blank>,The history of Zoa
0.0007440767573918152,19,25535,uiuo.ark:/13960/t7qn6n28p,1813,"Kelly, Isabella,","Jane de Dunstanville, or, Characters as they are"
0.0007427113013652384,110,148106,inu.32000000646036,1844,"Sue, Eugène,",The wandering Jew
0.0007413997627520759,25,33720,uc1.b4107900,1805,"Holcroft, Thomas,",Memoirs of Bryan Perdue
0.0007381974248927038,43,58250,nyp.33433074955026,1800,"Lathom, Francis,",Men and manners
0.0007338201603665521,41,55872,uiuo.ark:/13960/t2m61wg4b,1844,"Gore,",The birthright and other tales
0.00073334821286229,23,31363,nyp.33433066604509,1849,"Arthur, T. S.",Wreaths of friendship: a gift for the young
0.0007324536014271031,62,84647,nyp.33433067303853,1815,"Mathers, John.","The history of Mr. John Decastro and his brother Bat, commonly called Old Crab"
0.0007292461629780378,43,58965,uiuo.ark:/13960/t2n593h7q,1831,"Moore, Oliver.",The staff officer
0.0007282762850243398,38,52178,njp.32101063693483,1840,"Mudford, William,",Stephen Dugard
0.0007281553398058253,21,28840,uiuo.ark:/13960/t12n5mx4m,1813,"Kelly, Isabella,","Jane de Dunstanville, or, Characters as they are"
0.0007280275101459153,47,64558,mdp.39015063617230,1824,"Hook, Theodore Edward,",Sayings and doings
0.0007267771973654327,16,22015,njp.32101063603821,1845,<blank>,The cooper's son
0.0007263671266991802,14,19274,hvd.hn2hed,1801,"Kendall, Edward Augustus,","Lessons of virtue, or, The book of happiness"
0.0007242055039618301,34,46948,uc2.ark:/13960/t5m90417b,1845,"Gore,",The story of a royal favourite
0.000719208870242733,12,16685,mdp.39015068100760,1808,"Sedley, Charles,",Asmodeus;
0.0007180113561336326,87,121168,nyp.33433082448550,1801,"Taurinius, Zacharias.",Travels through the interior of Africa
0.0007168081749192276,477,665450,uc1.b3037091,1821,<blank>,Ballantyne's novelist's library
0.0007149393731411577,25,34968,njp.32101036893228,1805,"Mackenzie, Henry,",The man of feeling
0.0007078223939701185,37,52273,njp.32101064919028,1835,"Maxwell, W. H.",My life
0.0007060650992021465,30,42489,uiuo.ark:/13960/t8gf1dn6k,1823,"Beall, Noble Y.",Precipitance;
0.0007045892244821269,30,42578,uiuo.ark:/13960/t16m3wk0n,1806,"Surr, T. S.",A winter in London;
0.0007045478564131469,20,28387,njp.32101068176435,1812,"Castigator, pseud.",Notoriety
0.0007029794612834062,60,85351,mdp.39015020074772,1800,"Hamilton, Elizabeth,",Memoirs of modern philosophers
0.000702597762780808,38,54085,hvd.hwebt4,1840,"Dickens, Charles,","Oliver Twist, or, The parish boy's progress"
0.0007015184952428277,48,68423,uiuo.ark:/13960/t3cz3x62n,1804,"Edgeworth, Maria,",Popular tales
0.0006980935699235905,55,78786,mdp.39015070192151,1846,"James, G. P. R.",The Step-mother
0.0006977709048391355,37,53026,njp.32101064790833,1842,"Smythies, Gordon,",The matchmaker;
0.0006958942240779402,25,35925,uiuo.ark:/13960/t39z9w75s,1808,"Hook, Theodore Edward,",The man of sorrow;
0.000693714942619864,35,50453,uiuo.ark:/13960/t6rx9wp73,1827,"Scargill, William Pitt,",Truckleborough hall;
0.0006932035245548093,45,64916,nyp.33433074787437,1836,"Weld, H. Hastings",Corrected proofs
0.0006903797088398619,23,33315,uiuo.ark:/13960/t3029dp4k,1844,"North, William,","Anti-Coningsby; or, The new generation grown old"
0.0006890391731529922,27,39185,nyp.33433074951959,1804,"Dallas, Robert Charles,",Aubrey
0.000687757909215956,44,63976,njp.32101068170974,1836,"Howitt, Mary Botham,",Wood Leighton;
0.0006876886950687689,41,59620,nyp.33433074948518,1800,"Lathom, Francis,",Men and manners
0.0006870054197094221,27,39301,uc1.b4101372,1840,"Willis, Nathaniel Parker,",Loiterings of travel
0.0006858329162727761,37,53949,uiuo.ark:/13960/t25b0gs4c,1828,"Gaspey, Thomas,",History of George Godfrey
0.0006856676920796115,37,53962,uiuo.ark:/13960/t72v3654r,1843,"Surtees, Robert Smith,",Handley Cross
0.0006846664483672193,23,33593,nnc1.1002231824,1813,<blank>,"The authentic and interesting history of Miss Moreton, and the faithful cottager"
0.0006840077071290944,71,103800,nyp.33433076096480,1849,"Lytton, Edward Bulwer Lytton,",The Caxtons
0.0006831601034499585,70,102465,njp.32101067172997,1819,"Scott, Walter,",Novels and tales of the author of Waverley
0.0006802431869393308,32,47042,nnc1.0037105540,1816,"Moore, John,",Edward;
0.0006792485903765813,93,136916,uc2.ark:/13960/t5h992r1h,1820,"Fielding, Henry,","The history of the adventures of Joseph Andrews, and his friend Mr. Abraham Adams"
0.0006782534972445952,32,47180,uc1.b250190,1839,"Marryat, Frederick,",The phantom ship
0.0006760471971083208,75,110939,uc1.32106000602869,1836,"Ball, Charles,",Slavery in the United States;
0.0006737085248189409,56,83122,inu.30000055102069,1844,"Sedgwick, Catharine Maria,",Tales and sketches
0.0006726800183458187,22,32705,uiuo.ark:/13960/t9765vz66,1811,"Goulburn, Edward,",Frederick de Montford
0.0006720806496779613,60,89275,uc1.b215882,1832,"Edgeworth, Maria,",Tales and novels
0.0006676124509722107,32,47932,mdp.39015029915421,1848,"Weill, Alexandre,",Village tales from Alsatia
0.0006644991337779149,28,42137,mdp.39015047645919,1806,"Surr, T. S.",A winter in London;
0.0006604728985953943,15,22711,umn.31951d009986244,1847,<blank>,"The cooper's son, or, The prize of virtue, a tale of the Revolution"
0.0006578947368421052,16,24320,hvd.hn2he7,1800,<blank>,"Tales of the arbor; or, Evening rewards for morning studies"
0.0006576336527014003,58,88195,uc1.32106011954218,1832,"Edgeworth, Maria,",Tales and novels
0.0006571872386187119,22,33476,hvd.32044080897614,1844,"Aesop,",The hypocrite;
0.0006548008810048217,44,67196,loc.ark:/13960/t05x2w57s,1836,"Weld, H. Hastings",Corrected proofs
0.0006536659766859135,18,27537,uiuo.ark:/13960/t95721482,1815,"Peck, Frances,","Vaga; or, A view of nature"
